Country,Year,Attack_Type,Target_Industry,Financial_Loss_Million,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_Time_Hours,Resolution_Speed,Severity_Level,Attack_Impact_Score,Cyber_Risk_Score,Damage_Category,User_Impact_Category,Year_Group,Defense_Effectiveness
Australia,2019,DDoS,Healthcare,84.89,163975,Nation-state,"Unpatched Software",Firewall,22,Moderate,Critical,47.34,39.01,"Extreme Loss",Low,2018-2020,"Highly Effective"
USA,2016,DDoS,Education,66.73,876135,Insider,"Unpatched Software","AI-based Detection",67,Slow,High,49.39,43.60,"Major Loss",Massive,2015-2017,"Needs Improvement"
China,2024,Ransomware,Government,72.61,595380,"Hacker Group",Zero-day,VPN,10,Fast,High,40.09,33.43,"Major Loss",High,2021-2024,"Highly Effective"
France,2020,DDoS,Government,44.16,840796,Nation-state,"Weak Passwords","AI-based Detection",5,Fast,Medium,25.60,22.03,"Moderate Loss",Massive,2018-2020,"Highly Effective"
UK,2022,DDoS,Telecommunications,80.05,484908,Unknown,"Weak Passwords",Firewall,42,Slow,Critical,49.88,42.36,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
Russia,2018,"SQL Injection",Telecommunications,13.69,146100,Unknown,"Social Engineering",Encryption,22,Moderate,Low,11.68,10.46,"Minor Loss",Low,2018-2020,"Highly Effective"
USA,2021,Phishing,IT,29.02,555756,Insider,Zero-day,"AI-based Detection",21,Moderate,Medium,20.38,18.03,"Moderate Loss",High,2021-2024,"Highly Effective"
India,2017,Ransomware,Retail,69.91,340928,Unknown,"Social Engineering",Antivirus,61,Slow,High,48.18,41.53,"Major Loss",Medium,2015-2017,"Needs Improvement"
UK,2016,Malware,Telecommunications,3.76,678640,Insider,Zero-day,Encryption,44,Slow,Low,12.72,13.02,"Minor Loss",High,2015-2017,"Moderately Effective"
Brazil,2020,Phishing,IT,57.43,212798,Insider,"Social Engineering",Antivirus,31,Moderate,High,35.55,30.02,"Major Loss",Medium,2018-2020,"Moderately Effective"
UK,2019,Ransomware,Retail,63.45,354024,Unknown,"Weak Passwords","AI-based Detection",33,Moderate,High,39.39,33.40,"Major Loss",Medium,2018-2020,"Moderately Effective"
UK,2016,Man-in-the-Middle,Government,41.34,189354,Insider,Zero-day,Firewall,39,Slow,Medium,29.04,25.09,"Moderate Loss",Low,2015-2017,"Moderately Effective"
Australia,2022,Phishing,Education,22.73,648363,Unknown,Zero-day,VPN,47,Slow,Low,22.71,21.09,"Minor Loss",High,2021-2024,"Moderately Effective"
Brazil,2017,DDoS,IT,5.88,231114,Insider,"Weak Passwords","AI-based Detection",37,Slow,Low,11.03,10.68,"Minor Loss",Medium,2015-2017,"Moderately Effective"
India,2017,Ransomware,Banking,9.81,489620,Unknown,"Unpatched Software",VPN,43,Slow,Low,14.97,14.48,"Minor Loss",Medium,2015-2017,"Moderately Effective"
USA,2015,DDoS,IT,94.14,854005,Unknown,Zero-day,"AI-based Detection",14,Moderate,Critical,52.43,43.87,"Extreme Loss",Massive,2015-2017,"Highly Effective"
Germany,2017,Ransomware,IT,33.24,550719,"Hacker Group",Zero-day,"AI-based Detection",60,Slow,Medium,30.27,27.50,"Moderate Loss",High,2015-2017,"Needs Improvement"
Germany,2019,Man-in-the-Middle,Government,75.37,445254,"Hacker Group","Unpatched Software",VPN,42,Slow,Critical,47.42,40.33,"Major Loss",Medium,2018-2020,"Moderately Effective"
Japan,2020,Phishing,Education,49.17,218097,Unknown,Zero-day,VPN,32,Moderate,Medium,31.64,26.94,"Moderate Loss",Medium,2018-2020,"Moderately Effective"
Germany,2017,Malware,Telecommunications,94.87,324790,Insider,Zero-day,VPN,42,Slow,Critical,56.81,47.65,"Extreme Loss",Medium,2015-2017,"Moderately Effective"
India,2023,"SQL Injection",Government,28.71,497965,Unknown,"Unpatched Software",VPN,25,Moderate,Medium,20.85,18.48,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
Australia,2023,"SQL Injection",Education,42.50,933030,Insider,"Social Engineering",Antivirus,27,Moderate,Medium,29.45,26.13,"Moderate Loss",Massive,2021-2024,"Moderately Effective"
UK,2015,Man-in-the-Middle,IT,53.07,538338,Nation-state,Zero-day,VPN,1,Fast,High,28.35,23.58,"Major Loss",High,2015-2017,"Highly Effective"
France,2018,Phishing,Retail,99.78,860459,"Hacker Group","Social Engineering","AI-based Detection",11,Fast,Critical,54.67,45.55,"Extreme Loss",Massive,2018-2020,"Highly Effective"
UK,2024,DDoS,Healthcare,82.87,276634,Unknown,"Unpatched Software",Antivirus,38,Slow,Critical,49.86,41.85,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
Germany,2018,Man-in-the-Middle,Banking,81.46,316299,Insider,"Social Engineering",Firewall,66,Slow,Critical,54.88,47.05,"Extreme Loss",Medium,2018-2020,"Needs Improvement"
Japan,2023,Ransomware,Healthcare,33.66,410385,Unknown,Zero-day,Encryption,71,Slow,Medium,32.26,29.31,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
Japan,2024,DDoS,Healthcare,99.28,589898,Unknown,"Weak Passwords",VPN,59,Slow,Critical,63.21,53.87,"Extreme Loss",High,2021-2024,"Needs Improvement"
France,2016,Man-in-the-Middle,Retail,14.86,63760,"Hacker Group","Weak Passwords",VPN,8,Fast,Low,9.22,7.80,"Minor Loss",Low,2015-2017,"Highly Effective"
USA,2015,Ransomware,Banking,33.75,58037,Insider,"Social Engineering",VPN,13,Moderate,Medium,19.65,16.33,"Moderate Loss",Low,2015-2017,"Highly Effective"
UK,2017,"SQL Injection",Government,82.03,994787,Nation-state,"Unpatched Software",Encryption,56,Slow,Critical,55.20,47.99,"Extreme Loss",Massive,2015-2017,"Needs Improvement"
India,2016,Ransomware,Retail,9.53,89719,Unknown,Zero-day,Firewall,68,Slow,Low,18.63,17.77,"Minor Loss",Low,2015-2017,"Needs Improvement"
Germany,2023,"SQL Injection",Telecommunications,6.09,590760,Unknown,"Unpatched Software",Firewall,32,Moderate,Low,11.22,11.20,"Minor Loss",High,2021-2024,"Moderately Effective"
UK,2022,DDoS,IT,29.05,186700,Insider,"Weak Passwords",Antivirus,37,Slow,Medium,22.49,19.77,"Moderate Loss",Low,2021-2024,"Moderately Effective"
Japan,2019,"SQL Injection",Education,89.48,682430,"Hacker Group",Zero-day,VPN,5,Fast,Critical,47.79,39.52,"Extreme Loss",High,2018-2020,"Highly Effective"
Australia,2018,"SQL Injection",Education,75.20,60868,Insider,"Social Engineering",Antivirus,46,Slow,Critical,46.98,39.52,"Major Loss",Low,2018-2020,"Moderately Effective"
France,2016,"SQL Injection",Government,29.33,182916,Nation-state,"Unpatched Software",Antivirus,17,Moderate,Medium,18.61,15.86,"Moderate Loss",Low,2015-2017,"Highly Effective"
France,2023,DDoS,Education,65.96,181879,Insider,"Weak Passwords",Antivirus,64,Slow,High,46.33,39.91,"Major Loss",Low,2021-2024,"Needs Improvement"
Australia,2017,Phishing,Retail,95.20,715732,Unknown,"Weak Passwords",Antivirus,11,Fast,Critical,51.95,43.14,"Extreme Loss",High,2015-2017,"Highly Effective"
UK,2023,Malware,Banking,16.02,452477,"Hacker Group",Zero-day,Encryption,23,Moderate,Low,13.97,12.82,"Minor Loss",Medium,2021-2024,"Highly Effective"
India,2018,Ransomware,Banking,11.19,168881,Insider,"Social Engineering","AI-based Detection",5,Fast,Low,7.10,6.15,"Minor Loss",Low,2018-2020,"Highly Effective"
France,2017,"SQL Injection",Healthcare,27.42,94235,Insider,"Social Engineering",Antivirus,29,Moderate,Medium,19.79,17.14,"Moderate Loss",Low,2015-2017,"Moderately Effective"
Australia,2015,Ransomware,Telecommunications,17.38,75314,Unknown,"Unpatched Software",Encryption,6,Fast,Low,10.12,8.45,"Minor Loss",Low,2015-2017,"Highly Effective"
Russia,2019,Man-in-the-Middle,Retail,99.53,515797,Nation-state,"Social Engineering",Firewall,46,Slow,Critical,60.51,51.08,"Extreme Loss",High,2018-2020,"Moderately Effective"
Russia,2024,DDoS,Telecommunications,55.05,363906,Insider,"Weak Passwords",Antivirus,31,Moderate,High,34.82,29.68,"Major Loss",Medium,2021-2024,"Moderately Effective"
UK,2022,DDoS,Education,79.60,446296,Unknown,Zero-day,"AI-based Detection",4,Fast,Critical,41.94,34.43,"Major Loss",Medium,2021-2024,"Highly Effective"
Russia,2017,Ransomware,Telecommunications,65.18,329972,Nation-state,"Unpatched Software",Firewall,48,Slow,High,43.18,36.99,"Major Loss",Medium,2015-2017,"Moderately Effective"
China,2017,Ransomware,Education,25.73,639190,Insider,"Social Engineering",Encryption,33,Moderate,Medium,21.38,19.45,"Moderate Loss",High,2015-2017,"Moderately Effective"
USA,2022,Ransomware,Government,33.71,135105,Unknown,"Unpatched Software",VPN,48,Slow,Medium,26.86,23.62,"Moderate Loss",Low,2021-2024,"Moderately Effective"
China,2015,DDoS,Education,94.74,103079,Nation-state,"Social Engineering",Antivirus,57,Slow,Critical,59.08,49.71,"Extreme Loss",Low,2015-2017,"Needs Improvement"
France,2018,DDoS,IT,75.88,822364,Unknown,Zero-day,VPN,71,Slow,Critical,54.61,47.84,"Major Loss",Massive,2018-2020,"Needs Improvement"
India,2021,"SQL Injection",Government,75.25,597509,Nation-state,"Social Engineering",Firewall,20,Moderate,Critical,43.42,36.49,"Major Loss",High,2021-2024,"Highly Effective"
Brazil,2023,Man-in-the-Middle,Telecommunications,90.37,705678,"Hacker Group",Zero-day,Antivirus,57,Slow,Critical,58.70,50.37,"Extreme Loss",High,2021-2024,"Needs Improvement"
France,2020,Phishing,Retail,14.45,309967,Unknown,Zero-day,Firewall,26,Moderate,Low,13.35,12.22,"Minor Loss",Medium,2018-2020,"Moderately Effective"
France,2022,Ransomware,Banking,54.47,604250,Unknown,"Social Engineering","AI-based Detection",63,Slow,High,41.65,36.81,"Major Loss",High,2021-2024,"Needs Improvement"
India,2024,Ransomware,IT,33.66,131900,Unknown,"Unpatched Software",Antivirus,21,Moderate,Medium,21.43,18.19,"Moderate Loss",Low,2021-2024,"Highly Effective"
Australia,2022,Ransomware,Government,84.51,305494,Insider,"Social Engineering",Firewall,19,Moderate,Critical,46.97,38.83,"Extreme Loss",Medium,2021-2024,"Highly Effective"
Brazil,2023,Malware,Healthcare,61.56,907121,Unknown,"Social Engineering",VPN,33,Moderate,High,40.10,34.85,"Major Loss",Massive,2021-2024,"Moderately Effective"
India,2024,Phishing,Banking,23.32,879162,Unknown,Zero-day,VPN,38,Slow,Low,21.90,20.44,"Minor Loss",Massive,2021-2024,"Moderately Effective"
Brazil,2017,Man-in-the-Middle,Telecommunications,43.71,57237,Unknown,"Unpatched Software",Firewall,52,Slow,Medium,32.43,28.11,"Moderate Loss",Low,2015-2017,"Needs Improvement"
Australia,2016,Phishing,Telecommunications,2.84,880127,Insider,"Social Engineering",Antivirus,67,Slow,Low,17.46,18.06,"Minor Loss",Massive,2015-2017,"Needs Improvement"
China,2017,Phishing,IT,71.40,698847,Insider,Zero-day,"AI-based Detection",17,Moderate,High,41.20,34.76,"Major Loss",High,2015-2017,"Highly Effective"
India,2022,Man-in-the-Middle,Banking,90.87,928859,Unknown,"Unpatched Software",Firewall,32,Moderate,Critical,54.62,46.46,"Extreme Loss",Massive,2021-2024,"Moderately Effective"
India,2017,"SQL Injection",IT,78.94,858565,Unknown,"Weak Passwords",Encryption,29,Moderate,Critical,47.85,40.81,"Major Loss",Massive,2015-2017,"Moderately Effective"
China,2022,Malware,Telecommunications,34.33,571265,Unknown,"Unpatched Software",Firewall,17,Moderate,Medium,22.28,19.42,"Moderate Loss",High,2021-2024,"Highly Effective"
Russia,2015,DDoS,Banking,40.64,259321,Nation-state,"Social Engineering","AI-based Detection",62,Slow,Medium,33.50,29.69,"Moderate Loss",Medium,2015-2017,"Needs Improvement"
Brazil,2022,Man-in-the-Middle,Banking,59.43,121504,Insider,"Weak Passwords","AI-based Detection",32,Moderate,High,36.48,30.66,"Major Loss",Low,2021-2024,"Moderately Effective"
France,2018,DDoS,Banking,50.75,670630,Nation-state,Zero-day,Antivirus,4,Fast,High,28.19,23.78,"Major Loss",High,2018-2020,"Highly Effective"
China,2024,Ransomware,Banking,72.18,277175,Insider,"Social Engineering",Firewall,72,Slow,High,51.32,44.38,"Major Loss",Medium,2021-2024,"Needs Improvement"
USA,2016,Man-in-the-Middle,Retail,23.35,952463,Nation-state,"Unpatched Software",Antivirus,26,Moderate,Low,19.73,18.35,"Minor Loss",Massive,2015-2017,"Moderately Effective"
UK,2020,DDoS,Government,78.32,624619,Unknown,"Weak Passwords","AI-based Detection",67,Slow,Critical,54.43,47.23,"Major Loss",High,2018-2020,"Needs Improvement"
China,2018,Phishing,Healthcare,20.22,363934,Insider,"Weak Passwords",Firewall,24,Moderate,Low,16.00,14.34,"Minor Loss",Medium,2018-2020,"Highly Effective"
Japan,2017,"SQL Injection",IT,33.15,44750,Unknown,"Unpatched Software",Firewall,22,Moderate,Medium,21.11,17.84,"Moderate Loss",Low,2015-2017,"Highly Effective"
UK,2021,DDoS,Banking,8.82,736601,Nation-state,Zero-day,"AI-based Detection",26,Moderate,Low,11.82,11.67,"Minor Loss",High,2021-2024,"Moderately Effective"
Japan,2018,Ransomware,Education,43.32,42876,Unknown,"Unpatched Software",Antivirus,40,Slow,Medium,29.79,25.50,"Moderate Loss",Low,2018-2020,"Moderately Effective"
Australia,2018,DDoS,Healthcare,90.40,536357,Nation-state,"Weak Passwords",Encryption,55,Slow,Critical,57.81,49.31,"Extreme Loss",High,2018-2020,"Needs Improvement"
USA,2017,Phishing,Government,55.34,785099,Insider,"Social Engineering",Encryption,29,Moderate,High,35.83,31.08,"Major Loss",High,2015-2017,"Moderately Effective"
France,2019,DDoS,Healthcare,27.89,460544,Unknown,"Weak Passwords",Firewall,29,Moderate,Medium,21.13,18.80,"Moderate Loss",Medium,2018-2020,"Moderately Effective"
France,2020,Ransomware,Education,66.04,881755,Unknown,Zero-day,Firewall,10,Fast,High,37.67,31.94,"Major Loss",Massive,2018-2020,"Highly Effective"
India,2024,"SQL Injection",Telecommunications,10.24,213393,Unknown,"Social Engineering",Encryption,49,Slow,Low,15.56,14.75,"Minor Loss",Medium,2021-2024,"Needs Improvement"
UK,2017,Man-in-the-Middle,Telecommunications,43.82,213979,"Hacker Group","Unpatched Software",Firewall,10,Fast,Medium,24.55,20.38,"Moderate Loss",Medium,2015-2017,"Highly Effective"
UK,2021,Malware,Telecommunications,3.17,570243,Insider,"Unpatched Software",Antivirus,51,Slow,Low,13.50,13.75,"Minor Loss",High,2021-2024,"Needs Improvement"
Brazil,2016,Malware,Government,72.73,47624,Nation-state,"Weak Passwords",Firewall,70,Slow,High,50.51,43.28,"Major Loss",Low,2015-2017,"Needs Improvement"
China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26,Moderate,Low,13.46,11.93,"Minor Loss",Low,2021-2024,"Moderately Effective"
Japan,2020,Malware,Telecommunications,98.14,710142,Insider,Zero-day,"AI-based Detection",56,Slow,Critical,62.40,53.30,"Extreme Loss",High,2018-2020,"Needs Improvement"
Japan,2023,Malware,Retail,51.91,360524,"Hacker Group","Unpatched Software",Firewall,47,Slow,High,36.44,31.61,"Major Loss",Medium,2021-2024,"Moderately Effective"
France,2017,Phishing,IT,55.90,309259,Insider,Zero-day,"AI-based Detection",3,Fast,High,29.48,24.20,"Major Loss",Medium,2015-2017,"Highly Effective"
UK,2024,Phishing,Government,30.68,393201,Nation-state,"Social Engineering",Firewall,3,Fast,Medium,17.12,14.44,"Moderate Loss",Medium,2021-2024,"Highly Effective"
Germany,2020,Ransomware,IT,65.20,306799,Unknown,Zero-day,Encryption,61,Slow,High,45.72,39.51,"Major Loss",Medium,2018-2020,"Needs Improvement"
Russia,2022,Malware,Healthcare,81.92,30180,Insider,"Weak Passwords","AI-based Detection",53,Slow,Critical,51.65,43.49,"Extreme Loss",Low,2021-2024,"Needs Improvement"
India,2017,Phishing,Retail,97.87,113745,Unknown,"Unpatched Software",Encryption,2,Fast,Critical,49.68,40.00,"Extreme Loss",Low,2015-2017,"Highly Effective"
Japan,2024,Ransomware,Banking,24.22,584428,Nation-state,"Weak Passwords",Firewall,34,Moderate,Low,20.66,18.83,"Minor Loss",High,2021-2024,"Moderately Effective"
France,2020,Ransomware,Healthcare,3.27,178268,Nation-state,"Unpatched Software",Antivirus,2,Fast,Low,2.57,2.42,"Minor Loss",Low,2018-2020,"Highly Effective"
China,2022,Phishing,Retail,33.69,338578,Unknown,"Social Engineering","AI-based Detection",38,Slow,Medium,25.46,22.43,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
China,2024,DDoS,Healthcare,7.31,972407,"Hacker Group",Zero-day,Encryption,51,Slow,Low,16.77,17.01,"Minor Loss",Massive,2021-2024,"Needs Improvement"
Brazil,2022,Ransomware,Banking,15.66,817169,Insider,"Unpatched Software",Firewall,54,Slow,Low,21.08,20.33,"Minor Loss",Massive,2021-2024,"Needs Improvement"
Australia,2015,Malware,Healthcare,62.34,796100,"Hacker Group","Social Engineering","AI-based Detection",20,Moderate,High,37.56,32.12,"Major Loss",High,2015-2017,"Highly Effective"
UK,2016,Man-in-the-Middle,Banking,76.06,530253,Unknown,"Weak Passwords",Encryption,28,Moderate,Critical,45.22,38.15,"Major Loss",High,2015-2017,"Moderately Effective"
Australia,2024,Man-in-the-Middle,Government,50.36,165496,Nation-state,"Weak Passwords",Encryption,72,Slow,High,40.08,35.21,"Major Loss",Low,2021-2024,"Needs Improvement"
Russia,2021,Ransomware,Banking,34.92,501490,Insider,"Social Engineering",Firewall,44,Slow,Medium,27.76,24.77,"Moderate Loss",High,2021-2024,"Moderately Effective"
India,2016,Malware,Banking,11.81,392365,Insider,"Social Engineering",Antivirus,72,Slow,Low,21.48,20.69,"Minor Loss",Medium,2015-2017,"Needs Improvement"
China,2022,Malware,Education,96.72,194617,Insider,"Social Engineering",Antivirus,31,Moderate,Critical,55.14,45.67,"Extreme Loss",Low,2021-2024,"Moderately Effective"
Japan,2022,Man-in-the-Middle,Retail,44.34,516125,Unknown,Zero-day,Firewall,67,Slow,Medium,37.12,33.20,"Moderate Loss",High,2021-2024,"Needs Improvement"
Australia,2021,Man-in-the-Middle,Telecommunications,67.72,393335,"Hacker Group","Social Engineering",Antivirus,31,Moderate,High,41.24,34.86,"Major Loss",Medium,2021-2024,"Moderately Effective"
UK,2018,"SQL Injection",Government,34.09,197436,Unknown,Zero-day,Antivirus,10,Fast,Medium,19.64,16.43,"Moderate Loss",Low,2018-2020,"Highly Effective"
France,2022,DDoS,Education,31.51,452360,Nation-state,Zero-day,Antivirus,65,Slow,Medium,30.11,27.41,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
Australia,2018,DDoS,Healthcare,20.39,913090,Unknown,Zero-day,VPN,2,Fast,Low,13.33,12.21,"Minor Loss",Massive,2018-2020,"Highly Effective"
Germany,2018,"SQL Injection",Telecommunications,38.65,368222,Insider,Zero-day,VPN,56,Slow,Medium,31.63,28.13,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
India,2022,"SQL Injection",Healthcare,77.30,826937,Unknown,Zero-day,"AI-based Detection",64,Slow,Critical,53.93,47.03,"Major Loss",Massive,2021-2024,"Needs Improvement"
Brazil,2015,Ransomware,Retail,89.93,673959,"Hacker Group",Zero-day,Firewall,39,Slow,Critical,54.79,46.47,"Extreme Loss",High,2015-2017,"Moderately Effective"
UK,2022,Ransomware,Education,4.29,383246,Nation-state,"Unpatched Software",VPN,45,Slow,Low,12.29,12.25,"Minor Loss",Medium,2021-2024,"Moderately Effective"
UK,2019,Man-in-the-Middle,Banking,76.03,422890,Insider,"Social Engineering",VPN,4,Fast,Critical,40.08,32.90,"Major Loss",Medium,2018-2020,"Highly Effective"
Australia,2020,Malware,Banking,42.30,497035,"Hacker Group",Zero-day,"AI-based Detection",66,Slow,Medium,35.84,32.11,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
Brazil,2023,Phishing,Government,72.57,720220,Unknown,"Weak Passwords",Firewall,71,Slow,High,52.65,46.11,"Major Loss",High,2021-2024,"Needs Improvement"
Russia,2019,Phishing,Government,93.70,808318,Nation-state,"Social Engineering",Antivirus,57,Slow,Critical,60.67,52.11,"Extreme Loss",Massive,2018-2020,"Needs Improvement"
Germany,2022,"SQL Injection",IT,68.63,294981,Unknown,Zero-day,"AI-based Detection",3,Fast,High,35.80,29.23,"Major Loss",Medium,2021-2024,"Highly Effective"
USA,2017,Phishing,Healthcare,52.70,281182,Nation-state,Zero-day,Encryption,27,Moderate,High,32.59,27.60,"Major Loss",Medium,2015-2017,"Moderately Effective"
Australia,2017,Ransomware,Education,66.56,95750,Nation-state,Zero-day,Antivirus,44,Slow,High,42.37,35.81,"Major Loss",Low,2015-2017,"Moderately Effective"
Brazil,2015,Ransomware,Retail,91.03,879260,"Hacker Group","Social Engineering",Antivirus,16,Moderate,Critical,51.35,43.13,"Extreme Loss",Massive,2015-2017,"Highly Effective"
Russia,2017,Man-in-the-Middle,IT,14.74,561615,"Hacker Group","Weak Passwords",Antivirus,29,Moderate,Low,14.85,13.94,"Minor Loss",High,2015-2017,"Moderately Effective"
Brazil,2016,"SQL Injection",Retail,40.29,206598,Unknown,Zero-day,Encryption,45,Slow,Medium,29.76,25.94,"Moderate Loss",Medium,2015-2017,"Moderately Effective"
Brazil,2017,Man-in-the-Middle,IT,56.83,171305,Unknown,"Unpatched Software",Firewall,54,Slow,High,39.73,34.22,"Major Loss",Low,2015-2017,"Needs Improvement"
Russia,2024,"SQL Injection",Government,63.45,492909,Unknown,Zero-day,"AI-based Detection",42,Slow,High,41.60,35.75,"Major Loss",Medium,2021-2024,"Moderately Effective"
UK,2021,Man-in-the-Middle,IT,72.57,477493,"Hacker Group","Unpatched Software",Encryption,16,Moderate,High,40.92,34.14,"Major Loss",Medium,2021-2024,"Highly Effective"
Japan,2021,Phishing,Government,22.94,622723,Nation-state,"Weak Passwords","AI-based Detection",67,Slow,Low,26.74,25.07,"Minor Loss",High,2021-2024,"Needs Improvement"
Australia,2016,Malware,Healthcare,80.22,124155,Nation-state,"Weak Passwords",Encryption,40,Slow,Critical,48.48,40.58,"Extreme Loss",Low,2015-2017,"Moderately Effective"
China,2024,Malware,Retail,34.49,897277,Unknown,Zero-day,VPN,55,Slow,Medium,30.94,28.39,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
USA,2017,"SQL Injection",Healthcare,51.26,28682,"Hacker Group",Zero-day,VPN,44,Slow,High,34.52,29.42,"Major Loss",Low,2015-2017,"Moderately Effective"
Japan,2020,Phishing,Banking,73.04,512431,Nation-state,"Unpatched Software",VPN,44,Slow,High,46.86,40.07,"Major Loss",High,2018-2020,"Moderately Effective"
Australia,2018,"SQL Injection",IT,19.14,171977,Unknown,Zero-day,Antivirus,44,Slow,Low,18.89,17.14,"Minor Loss",Low,2018-2020,"Moderately Effective"
UK,2015,"SQL Injection",Telecommunications,38.72,943070,"Hacker Group",Zero-day,VPN,36,Moderate,Medium,29.39,26.46,"Moderate Loss",Massive,2015-2017,"Moderately Effective"
Japan,2021,DDoS,Education,14.88,887855,Nation-state,Zero-day,"AI-based Detection",7,Fast,Low,11.50,10.90,"Minor Loss",Massive,2021-2024,"Highly Effective"
USA,2018,Ransomware,Retail,54.05,535110,Nation-state,Zero-day,Antivirus,2,Fast,High,29.03,24.16,"Major Loss",High,2018-2020,"Highly Effective"
USA,2021,Man-in-the-Middle,Telecommunications,42.29,817386,Nation-state,Zero-day,Firewall,8,Fast,Medium,25.20,21.79,"Moderate Loss",Massive,2021-2024,"Highly Effective"
India,2018,Phishing,Banking,96.59,206552,Nation-state,"Weak Passwords",Encryption,13,Moderate,Critical,51.51,42.06,"Extreme Loss",Medium,2018-2020,"Highly Effective"
Brazil,2020,Man-in-the-Middle,Education,71.35,154966,"Hacker Group",Zero-day,Antivirus,19,Moderate,High,39.94,32.96,"Major Loss",Low,2018-2020,"Highly Effective"
France,2016,Phishing,Banking,54.50,511287,Unknown,"Unpatched Software",Antivirus,34,Moderate,High,35.58,30.65,"Major Loss",High,2015-2017,"Moderately Effective"
Germany,2023,"SQL Injection",Banking,94.48,426499,Unknown,"Unpatched Software",VPN,37,Slow,Critical,55.92,46.90,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
UK,2016,Man-in-the-Middle,Telecommunications,73.63,15907,"Hacker Group","Social Engineering",Antivirus,36,Moderate,High,44.06,36.72,"Major Loss",Low,2015-2017,"Moderately Effective"
UK,2022,Phishing,Education,36.15,375734,Nation-state,"Weak Passwords","AI-based Detection",31,Moderate,Medium,25.40,22.16,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
Brazil,2023,Malware,Government,19.18,993826,Unknown,Zero-day,Firewall,7,Fast,Low,13.97,13.05,"Minor Loss",Massive,2021-2024,"Highly Effective"
India,2023,Ransomware,Banking,83.18,397813,Nation-state,"Social Engineering",Antivirus,12,Fast,Critical,45.18,37.26,"Extreme Loss",Medium,2021-2024,"Highly Effective"
France,2024,Ransomware,Banking,70.98,185001,Insider,Zero-day,VPN,3,Fast,High,36.65,29.73,"Major Loss",Low,2021-2024,"Highly Effective"
Japan,2024,DDoS,IT,7.99,805548,Insider,"Unpatched Software",Antivirus,10,Fast,Low,8.41,8.42,"Minor Loss",Massive,2021-2024,"Highly Effective"
Brazil,2015,"SQL Injection",Retail,74.74,562552,Nation-state,"Unpatched Software",Encryption,37,Slow,High,46.46,39.55,"Major Loss",High,2015-2017,"Moderately Effective"
Brazil,2018,Malware,Education,33.12,724513,Nation-state,Zero-day,VPN,46,Slow,Medium,27.93,25.35,"Moderate Loss",High,2018-2020,"Moderately Effective"
UK,2024,"SQL Injection",Telecommunications,54.10,715395,Unknown,"Social Engineering",VPN,60,Slow,High,41.20,36.50,"Major Loss",High,2021-2024,"Needs Improvement"
France,2020,Ransomware,Telecommunications,75.13,177097,Unknown,"Unpatched Software",Encryption,15,Moderate,Critical,41.10,33.76,"Major Loss",Low,2018-2020,"Highly Effective"
Australia,2020,Man-in-the-Middle,Banking,56.34,407084,Unknown,"Unpatched Software",Firewall,11,Fast,High,31.59,26.36,"Major Loss",Medium,2018-2020,"Highly Effective"
UK,2023,Phishing,Healthcare,23.66,889641,"Hacker Group","Social Engineering","AI-based Detection",50,Slow,Low,24.50,23.02,"Minor Loss",Massive,2021-2024,"Needs Improvement"
USA,2019,"SQL Injection",IT,17.81,378105,Unknown,"Weak Passwords",Encryption,4,Fast,Low,10.84,9.44,"Minor Loss",Medium,2018-2020,"Highly Effective"
Germany,2020,"SQL Injection",Education,43.96,597987,"Hacker Group","Weak Passwords",Encryption,50,Slow,Medium,33.77,29.98,"Moderate Loss",High,2018-2020,"Needs Improvement"
USA,2018,Malware,Education,77.07,10600,Insider,"Social Engineering",Firewall,47,Slow,Critical,47.97,40.27,"Major Loss",Low,2018-2020,"Moderately Effective"
France,2016,"SQL Injection",Healthcare,10.82,586784,"Hacker Group","Weak Passwords",Encryption,26,Moderate,Low,12.37,11.88,"Minor Loss",High,2015-2017,"Moderately Effective"
India,2023,"SQL Injection",Banking,48.53,421083,Insider,"Unpatched Software","AI-based Detection",28,Moderate,Medium,31.13,26.70,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
Australia,2023,Ransomware,Education,94.86,127127,Unknown,"Social Engineering",Encryption,47,Slow,Critical,57.21,47.85,"Extreme Loss",Low,2021-2024,"Moderately Effective"
China,2016,Malware,Government,15.92,668188,Insider,"Unpatched Software","AI-based Detection",38,Slow,Low,17.56,16.64,"Minor Loss",High,2015-2017,"Moderately Effective"
Japan,2018,"SQL Injection",Education,11.28,433618,"Hacker Group","Social Engineering",Antivirus,59,Slow,Low,18.74,18.05,"Minor Loss",Medium,2018-2020,"Needs Improvement"
